name,ratingValue,date,director,stars,metaScore,review_users,review_critcs,popularity,keywords,genres,contentRating,country,language,budget,opening_week,gross,runtime,color,asp,rating,contentRatingLevel,year
Welcome to the Show/Intermission in the Third Dimension/The End of the Show ,7.3 based on 614 user ratings,2003-07-18,NA,NA,NA,NA,NA,NA,"surrealism,absurd-humor,minimalism","Animation,Comedy,Short",NA,USA,English,NA,NA,NA,NA,Color,1.37:1,7.3,NA,2003
Womb Raider ,3.7 based on 344 user ratings,2003-12-09,NA,NA,NA,NA,NA,NA,"jungle,desert,panties,female-frontal-nudity,temple","Adventure,Fantasy",Rated R for strong sexuality and pervasive nudity,USA,English,NA,NA,NA,NA,Color,1.33:1,3.7,R,2003
Knick Knack ,"7.6 based on 9,147 user ratings",2003-07-04,NA,NA,NA,NA,NA,NA,"snowman,black-comedy,alliterative-title,two-word-title,bureau","Animation,Short,Family",NA,USA,"English,Hebrew",NA,NA,NA,4,Color,1.85:1,7.6,NA,2003
Early Bloomer ,6.3 based on 78 user ratings,2003-05-16,Kevin Johnson,NA,NA,NA,NA,NA,"underwater-scene,transformation,tin-can,scene-during-end-credits,frog","Animation,Comedy,Family,Short",NA,USA,English,NA,NA,NA,NA,Color,NA,6.3,NA,2003
Bionicle: Mask of Light ,"5.7 based on 1,972 user ratings",2003-09-16,"David Molina,Terry Shakespeare","Jason Michas,Andrew Francis,Scott McNeil",NA,NA,NA,NA,"mask,tunnel,travel,transformation,sword","Animation,Action,Adventure,Family,Fantasy",Rated PG for action violence and scary images,USA,English,5200000,NA,NA,NA,Color,1.78:1,5.7,PG,2003
Love Don't Cost a Thing ,"5.0 based on 5,753 user ratings",2003-12-12,Troy Byer,"Nick Cannon,Christina Milian,Jordan Burg",37,NA,NA,NA,"love,cheerleader,remake,masturbation,family-relationships","Comedy,Romance,Drama",Rated PG-13 for sexual content/humor,USA,English,NA,6315311(USA),21897389,100,Color,1.85:1,5.0,PG-13,2003
D.E.B.S. ,6.2 based on 853 user ratings,2004-09-09,Angela Robinson,"Alexandra Breckenridge,Shanti Lowry,Tammy Lynn Michaels",NA,NA,NA,NA,"high-school,child-spy,female-protagonist,title-directed-by-female,table","Action,Short,Comedy",NA,USA,English,20000,NA,NA,11,Color,1.78:1,6.2,NA,2004
The Foreigner ,"3.3 based on 5,503 user ratings",2003-06-20,NA,NA,NA,NA,NA,NA,"package,van,assassin,warsaw-poland,fight","Action,Thriller",Rated R for violence and language,"USA,Poland","English,Danish,German,Polish",16700000,NA,NA,96,Color,1.85:1,3.3,R,2003
Marci X ,"2.8 based on 4,516 user ratings",2003-08-22,Richard Benjamin,"Lisa Kudrow,Damon Wayans,Richard Benjamin",20,NA,NA,NA,"rapper,hip-hop,record-label,jewish-american-princess,female-protagonist","Comedy,Music",Rated R for language and sexual content,USA,English,20000000,872950(USA),1646664,80,Color,1.85:1,2.8,R,2003
Shanghai Ghetto ,7.1 based on 185 user ratings,2002-02-28,NA,NA,68,NA,NA,NA,"jewish,holocaust,china,1940s,japan",Documentary,NA,USA,"English,German,Mandarin",NA,7444(USA),711598,95,Black and White,NA,7.1,NA,2002
Guilty by Association ,2.4 based on 768 user ratings,2003-07-22,NA,NA,NA,NA,NA,NA,NA,"Action,Crime,Drama","Rated R for pervasive language, violence, drug content and some strong sexuality",USA,English,NA,NA,NA,80,Color,NA,2.4,R,2003
Casa de los babys ,"6.5 based on 1,882 user ratings",2004-01-01,John Sayles,"Daryl Hannah,Maggie Gyllenhaal,Mary Steenburgen",55,NA,NA,NA,"baby,adoption,bare-chested-male,written-by-director,toilet",Drama,Rated R for some language and brief drug use,"USA,Mexico","English,Spanish",NA,36456(USA),475940,95,Color,1.85:1,6.5,R,2004
Mickey's PhilharMagic ,8.5 based on 495 user ratings,2003-10-08,NA,NA,NA,NA,NA,NA,"disney%27s-magic-kingdom,magical-carpet,theme-park-attraction,mouse,anthropomorphism","Animation,Fantasy,Short,Adventure,Family,Music",NA,USA,English,NA,NA,NA,10,Color,2.20:1,8.5,NA,2003
Out for a Kill ,"3.3 based on 5,146 user ratings",2003-08-19,NA,NA,NA,NA,NA,NA,"drugs,prison,professor,revenge,artifact","Action,Crime,Thriller","Rated R for violence, language, nudity and some drug content","Aruba,USA",English,14000000,NA,NA,90,Color,1.85:1,3.3,R,2003
It's All About Love ,"5.5 based on 7,166 user ratings",2003-01-10,Thomas Vinterberg,"Joaquin Phoenix,Claire Danes,Sean Penn",32,NA,NA,NA,"divorce,new-york-city,snow,plane,hotel","Drama,Thriller,Romance,Sci-Fi","Rated R for a scene of strong violence, some language and sexuality","Italy,France,Canada,Spain,USA,Japan,Sweden,UK,Denmark,Germany,Netherlands",English,DKK 86000000,NA,NA,NA,Color,2.35:1,5.5,R,2003
The Medallion ,"5.2 based on 29,782 user ratings",2003-08-22,Gordon Chan,"Jackie Chan,Lee Evans,Claire Forlani",38,NA,NA,NA,"medallion,hong-kong,interpol,tough-cop,ship","Action,Comedy,Fantasy",Rated PG-13 for action violence and some sexual humor,"Hong Kong,USA",English,41000000,406318(HongKong),22108977,88,Color,2.35:1,5.2,PG-13,2003
Mattress Man Commercial ,"7.6 based on 1,127 user ratings",2003-06-24,Paul Thomas Anderson,"Philip Seymour Hoffman,David H. Stevens,Jimmy Stevens",NA,NA,NA,NA,"tv-commercial,spoof,guitarist,falling-from-height","Short,Comedy",NA,USA,English,NA,NA,NA,NA,Color,NA,7.6,NA,2003
The Erotic Misadventures of the Invisible Man ,4.9 based on 373 user ratings,2003-11-18,NA,NA,NA,NA,NA,NA,"scantily-clad-female,labia,sexual-pleasure,sexual-desire,sexual-promiscuity",Comedy,"Rated R for sexuality, nudity and some language",USA,English,NA,NA,NA,99,Color,NA,4.9,R,2003
Water for Maya ,6.0 based on 160 user ratings,2003-10-11,NA,NA,NA,NA,NA,NA,"tribute,no-dialogue,color,avant-garde,painted-light",Short,NA,USA,NA,NA,NA,NA,5,Color,NA,6.0,NA,2003
Coronado ,"4.5 based on 1,382 user ratings",2004-04-22,Claudio Fäh,"Kristin Dattilo,Clayton Rohner,Michael Lowry",NA,NA,NA,NA,"switzerland,rebel,central-america,president,jungle","Action,Adventure,Comedy,War",Rated PG-13 for some action violence,"Germany,USA","English,Spanish",4700000,NA,NA,88,Color,2.35:1,4.5,PG-13,2004
The Weather Underground ,"7.6 based on 3,007 user ratings",2003-11-13,"Sam Green,Bill Siegel","Lili Taylor,Pamela Z,Jim Lange",77,NA,NA,NA,"underground,government,radical,1970s,riot","Documentary,History,War",NA,USA,English,NA,13984(USA),560199,92,Color,NA,7.6,NA,2003
Beacon Hill ,5.0 based on 49 user ratings,2008-08-16,NA,NA,NA,NA,NA,NA,"abuse,fight,love,kissing,gay-slur",Thriller,NA,USA,English,1000000,NA,NA,NA,Color,NA,5.0,NA,2008
Rockfish ,7.0 based on 444 user ratings,2007-04-04,NA,NA,NA,NA,NA,NA,"fishing,planet,desolate,desert,desert-planet","Animation,Sci-Fi,Short",NA,USA,None,NA,NA,NA,9,Color,NA,7.0,NA,2007
Postcards from the Future: The Chuck Palahniuk Documentary ,7.4 based on 208 user ratings,2003-12-12,NA,NA,NA,NA,NA,NA,"survivor,lullaby,diary,choking",Documentary,NA,USA,English,NA,NA,NA,NA,Color,NA,7.4,NA,2003
Bikini Airways ,4.1 based on 205 user ratings,2008-09-10,NA,NA,NA,NA,NA,NA,"rear-entry-sex,french-kiss,lesbian-kiss,lesbian,lesbian-cunnilingus",Comedy,NA,USA,English,NA,NA,NA,NA,Color,NA,4.1,NA,2008
Tadpole ,"6.3 based on 5,174 user ratings",2002-08-23,Gary Winick,"Sigourney Weaver,Aaron Stanford,Kate Mara",71,NA,NA,NA,"love,friend,best-friend,boy,french","Comedy,Drama,Romance","Rated PG-13 for sexual content, mature thematic elements and language",USA,"English,French",150000,80682(USA),2882062,78,Color,1.85:1,6.3,PG-13,2002
CQ ,"6.3 based on 4,137 user ratings",2002-05-31,NA,NA,56,NA,NA,NA,"dragonfly,actress,1960s,infatuation,secret-agent","Drama,Comedy,Sci-Fi",Rated R for some nudity and language,"USA,Luxembourg,France,Italy","English,French,Italian",7000000,54942(USA),411034,88,Black and White,1.85:1,6.3,R,2002
Timecop: The Berlin Decision ,"4.9 based on 1,920 user ratings",2003-09-30,Steve Boyum,"Jason Scott Lee,Thomas Ian Griffith,Mary Page Keller",NA,NA,NA,NA,"time-travel-agency,blood-splatter,bar-shootout,police-shootout,time-machine","Action,Sci-Fi",Rated R for violence and some language,USA,English,NA,NA,NA,78,Color,1.85:1,4.9,R,2003
Rapid Exchange ,4.7 based on 419 user ratings,2003-05-13,Tripp Reed,"Lance Henriksen,Lorenzo Lamas,Aviva Gale",NA,NA,NA,NA,die-hard-scenario,"Action,Adventure",Rated R for language,USA,English,NA,NA,NA,NA,Color,NA,4.7,R,2003
Turbo Charged Prelude to 2 Fast 2 Furious ,"6.5 based on 1,147 user ratings",2003-06-03,NA,NA,NA,NA,NA,NA,NA,"Short,Action,Sport",NA,USA,English,NA,NA,NA,6,Color,NA,6.5,NA,2003
Blossoms & Blood ,6.3 based on 741 user ratings,2003-06-24,NA,NA,NA,NA,NA,NA,"neighbor,truck,trolley,supermarket,red-dress","Comedy,Drama,Short,Music",NA,USA,English,NA,NA,NA,NA,Color,2.35:1,6.3,NA,2003
Resistance ,5.4 based on 480 user ratings,2003-06-12,Todd Komarnicki,"Bill Paxton,Julia Ormond,Philippe Volter",NA,NA,NA,NA,"pilot,reconnaissance,belgium,resistance-movement,crash-landing",Drama,Rated R for violence and some sexuality,"USA,Netherlands","English,French,German",€14000000,NA,NA,88,Color,1.85:1,5.4,R,2003
The Hot Chick ,"5.5 based on 74,559 user ratings",2002-12-13,Tom Brady,"Rob Schneider,Rachel McAdams,Anna Faris",29,NA,NA,2,"pole-dancing,crossdresser,earring,school,best-friend","Comedy,Fantasy","Rated PG-13 on appeal for crude and sexual humor, language and drug references",USA,English,NA,7401146(USA),35016147,104,Color,1.85:1,5.5,PG-13,2002
Death Train ,2.8 based on 275 user ratings,2003-02-25,Yossi Wein,"Bryan Genesse,Bentley Mitchum,Michael Anthony Rosas",NA,NA,NA,NA,"train,railroad,two-word-title,2000s,car-hit-by-a-train","Action,Thriller",Rated R for language and non-stop violence,USA,English,NA,NA,NA,NA,Color,NA,2.8,R,2003
Strangeheart ,6.0 based on 58 user ratings,2003-04-17,NA,NA,NA,NA,NA,NA,NA,Comedy,NA,USA,English,NA,NA,NA,90,Color,NA,6.0,NA,2003
Happy End ,"5.5 based on 1,141 user ratings",2003-12-24,NA,NA,NA,NA,NA,NA,"new-york,new-york-city,loneliness","Comedy,Romance,Drama",NA,"USA,France,Germany",English,NA,NA,NA,NA,Color,1.85:1,5.5,NA,2003
Daddy ,6.8 based on 36 user ratings,2003-04-15,Michael P. DiPaolo,"Selia Hansen,David Shepherd,Aaron Renning",NA,NA,NA,NA,"zombie,revenge,independent-film","Drama,Horror",NA,USA,English,NA,NA,NA,82,Black and White,NA,6.8,NA,2003
Vicious ,2.5 based on 210 user ratings,2003-12-30,Matt Green,"Tom Savini,Brian Bremer,Melanie Parker",NA,NA,NA,NA,"brinke-stevens-barefoot,soldier,monster,lost-in-woods,lizard-monster",Horror,Rated R for violence and gore,USA,English,NA,NA,NA,90,Color,NA,2.5,R,2003
From Justin to Kelly ,"2.1 based on 23,596 user ratings",2003-06-20,Robert Iscove,"Kelly Clarkson,Justin Guarini,Katherine Bailess",14,NA,NA,NA,"love,florida,spring-break,bar,waitress","Comedy,Musical,Romance","Rated PG for thematic elements, sensuality and brief language",USA,English,12000000,2715848(USA),4922166,81,Color,1.85:1,2.1,PG,2003
The Soul of a Man ,7.5 based on 683 user ratings,2004-05-06,NA,NA,NA,NA,NA,NA,"reenactment,guitar,gospel-music,delta-blues,musician","Documentary,Biography,History,Music",NA,"Germany,USA",English,NA,NA,NA,103,Black and White,NA,7.5,NA,2004
Hope Springs ,"5.4 based on 5,549 user ratings",2003-05-09,Mark Herman,"Colin Firth,Minnie Driver,Mary Steenburgen",NA,NA,NA,NA,"small-town,matchmaker,portrait-artist,yoga,underwear","Comedy,Romance",Rated PG-13 for sexual content and language,"UK,USA",English,NA,£366352(UK),NA,NA,Color,2.35:1,5.4,PG-13,2003
Tupac: Resurrection ,"8.0 based on 7,677 user ratings",2003-11-14,Lauren Lazin,"Tupac Shakur,Rappin' 4-Tay,Conrad Bain",66,NA,NA,NA,"hip-hop,reference-to-tupac-shakur,name-in-title,rap-star,rapper","Documentary,Biography,Music","Rated R for strong language and images of drugs, violence and sex",USA,English,NA,4632847(USA),7707563,NA,Color,1.85:1,8.0,R,2003
Air Marshal ,2.6 based on 456 user ratings,2003-09-09,Alain Jakubowicz,"Dean Cochran,Alan Austin,Eli Danker",NA,NA,NA,NA,"terrorist,hijack,die-hard-scenario,terrorism,stewardess",Action,Rated R for strong violence and some language,USA,English,500000,NA,NA,NA,Color,16:9,2.6,R,2003
My Architect ,"7.4 based on 2,713 user ratings",2003-11-12,Nathaniel Kahn,"Edmund Bacon,Edwina Pattison Daniels,Balkrishna Doshi",81,NA,NA,NA,"architect,son,pregnancy,dakar,workaholic","Documentary,Biography",NA,USA,English,NA,37929(USA),2748981,NA,Color,1.33:1,7.4,NA,2003
Detention ,"4.3 based on 1,872 user ratings",2003-09-05,NA,NA,NA,NA,NA,NA,"school,teacher,detention,high-school,high-school-teacher","Action,Drama,Thriller","Rated R for strong violence and language, and for some drug content","USA,Canada","English,Hungarian",CAD 5000000,NA,NA,98,Color,1.85:1,4.3,R,2003
Dopamine ,"5.9 based on 1,025 user ratings",2003-01-23,Mark Decena,"John Livingston,Sabrina Lloyd,Bruno Campos",52,NA,NA,NA,"love,artificial-intelligence,adoption,independent-film,title-spoken-by-character","Comedy,Drama,Romance","Rated R for language, sexuality and brief drug use",USA,English,NA,22278(USA),22278,79,Color,1.85:1,5.9,R,2003
The Hitcher II: I've Been Waiting ,"4.3 based on 2,612 user ratings",2003-07-15,Louis Morneau,"Jake Busey,Kari Wuhrer,C. Thomas Howell",NA,NA,NA,NA,"police,hitchhiker,returning-character-killed-off,tire-iron,semi","Horror,Thriller",Rated R for strong violence,USA,English,NA,NA,NA,93,Color,1.85:1,4.3,R,2003
Before Sunset ,"8.0 based on 168,040 user ratings",2004-07-30,Richard Linklater,"Ethan Hawke,Julie Delpy,Vernon Dobtcheff",90,NA,NA,1,"simultaneity,book,train,bookstore,love","Drama,Romance",Rated R for language and sexual references,USA,"English,French",2700000,228304(Germany),5792822,80,Color,1.85:1,8.0,R,2004
Eternal Sunshine of the Spotless Mind ,"8.3 based on 665,379 user ratings",2004-03-19,Michel Gondry,"Jim Carrey,Kate Winslet,Tom Wilkinson",89,NA,NA,408,"memory,retrograde-narrative,loneliness,playing-against-type,borderline-personality-disorder","Drama,Fantasy,Romance,Sci-Fi","Rated R for language, some drug and sexual content",USA,English,20000000,8175198(USA),34126138,108,Color,1.85:1,8.3,R,2004
The Notebook ,"7.9 based on 395,557 user ratings",2004-06-25,Nick Cassavetes,"Gena Rowlands,James Garner,Rachel McAdams",53,NA,NA,362,"letter,second-chance,summer-love,class-differences,nursing-home","Drama,Romance",Rated PG-13 for some sexuality,USA,English,29000000,£309507(UK),64286,123,Color,2.35:1,7.9,PG-13,2004
Crash ,"7.9 based on 360,744 user ratings",2005-05-06,Paul Haggis,"Don Cheadle,Sandra Bullock,Thandie Newton",69,NA,NA,908,"racist,racism,race-relations,stereotype,social-problem","Crime,Drama,Thriller","Rated R for language, sexual content and some violence","Germany,USA","English,Persian,Spanish,Mandarin,Korean",6500000,9107071(USA),54557348,112,Color,2.35:1,7.9,R,2005
Million Dollar Baby ,"8.1 based on 481,028 user ratings",2005-01-28,Clint Eastwood,"Hilary Swank,Clint Eastwood,Morgan Freeman",86,NA,NA,1,"boxing,boxing-trainer,women-boxing,death,suicide-attempt","Drama,Sport","Rated PG-13 for violence, some disturbing images, thematic material and language",USA,"English,Irish",30000000,179953(USA),100422786,132,Color,2.35:1,8.1,PG-13,2005
The Aviator ,"7.5 based on 263,895 user ratings",2004-12-25,Martin Scorsese,"Leonardo DiCaprio,Cate Blanchett,Kate Beckinsale",77,NA,NA,1,"spruce-goose,1920s,aviation,test-flight,fight","Biography,Drama","Rated PG-13 for thematic elements, sexual content, nudity, language and a crash sequence","USA,Germany",English,110000000,858021(USA),102608827,170,Black and White,2.35:1,7.5,PG-13,2004
The Cutting Edge: The Magic of Movie Editing ,"7.8 based on 1,918 user ratings",2004-10-12,NA,NA,NA,NA,NA,NA,"editing,filmmaking,film-history,film-editor,old-movie",Documentary,NA,"USA,Japan,UK",English,NA,NA,NA,54,Black and White,1.85:1,7.8,NA,2004
50 First Dates ,"6.8 based on 265,636 user ratings",2004-02-13,Peter Segal,"Adam Sandler,Drew Barrymore,Rob Schneider",48,NA,NA,1,"short-term-memory-loss,dream,hawaii,veterinarian,hawaiian-shirt","Comedy,Romance",Rated PG-13 on appeal for crude sexual humor and drug references,USA,"English,Hawaiian,Mandarin,Turkish",75000000,45107871(USA),120776832,99,Color,2.35:1,6.8,PG-13,2004
The Bourne Supremacy ,"7.8 based on 345,924 user ratings",2004-07-23,Paul Greengrass,"Matt Damon,Franka Potente,Joan Allen",73,NA,NA,89,"cia,assassin,one-against-many,hidden-truth,car-chase","Action,Mystery,Thriller","Rated PG-13 for violence and intense action, and for brief language","USA,Germany","English,Russian,German,Italian",75000000,52521865(USA),176049130,108,Color,2.35:1,7.8,PG-13,2004
If Only ,"7.2 based on 26,684 user ratings",2004-07-15,Gil Junger,"Jennifer Love Hewitt,Paul Nicholls,Tom Wilkinson",NA,NA,NA,NA,"true-love,personal-growth,death-of-girlfriend,death-of-boyfriend,heavy-rain","Comedy,Drama,Fantasy,Romance",Rated PG-13 for some sexual material,"USA,UK",English,NA,NA,NA,92,Color,1.85:1,7.2,PG-13,2004
Sideways ,"7.5 based on 149,778 user ratings",2005-01-21,Alexander Payne,"Paul Giamatti,Thomas Haden Church,Virginia Madsen",94,NA,NA,2,"wine,writer,california,actor,teacher","Adventure,Comedy,Drama,Romance","Rated R for language, some strong sexual content and nudity","USA,Hungary","English,Armenian",12000000,207042(USA),71502303,126,Color,1.85:1,7.5,R,2005
The Terminal ,"7.3 based on 303,243 user ratings",2004-06-18,Steven Spielberg,"Tom Hanks,Catherine Zeta-Jones,Chi McBride",55,NA,NA,1,"flight-attendant,airport,man-without-a-country,construction-site,fish-out-of-water","Comedy,Drama",Rated PG-13 for brief language and drug references,USA,"English,French,Russian,Bulgarian,Spanish",60000000,19053199(USA),77032279,128,Color,1.85:1,7.3,PG-13,2004
The Day After Tomorrow ,"6.4 based on 332,584 user ratings",2004-05-28,Roland Emmerich,"Dennis Quaid,Jake Gyllenhaal,Emmy Rossum",47,NA,NA,963,"global-warming,natural-disaster,end-of-the-world,climate,weather","Action,Adventure,Sci-Fi,Thriller",Rated PG-13 for intense situations of peril,USA,"English,Japanese,French,Arabic,Spanish",125000000,£7321633(UK),186739919,124,Color,2.35:1,6.4,PG-13,2004
The Life Aquatic with Steve Zissou ,"7.3 based on 139,258 user ratings",2004-12-25,Wes Anderson,"Bill Murray,Owen Wilson,Anjelica Huston",62,NA,NA,1,"shark,team,expedition,oceanographer,sea","Adventure,Comedy,Drama","Rated R for language, some drug use, violence and partial nudity",USA,"English,Icelandic,Filipino,Portuguese,French,Tagalog,German,Italian",50000000,113085(USA),24006726,119,Color,2.35:1,7.3,R,2004
Mysterious Skin ,"7.7 based on 56,760 user ratings",2005-06-24,Gregg Araki,"Brady Corbet,Joseph Gordon-Levitt,Elisabeth Shue",73,NA,NA,4,"gay-male-prostitute,male-hustler,loss-of-innocence,buried-memories,man-boy-relationship",Drama,NA,"USA,Netherlands",English,NA,17425(USA),697181,105,Color,1.85:1,7.7,NA,2005
Ray ,"7.7 based on 110,190 user ratings",2004-10-29,NA,NA,73,NA,NA,2,"rhythm-and-blues,singer,1960s,1950s,racism","Biography,Drama,Music","Rated PG-13 for depiction of drug addiction, sexuality and some thematic elements",USA,English,40000000,20039730(USA),75305995,152,Color,1.85:1,7.7,PG-13,2004
Man on Fire ,"7.7 based on 265,882 user ratings",2004-04-23,Tony Scott,"Denzel Washington,Christopher Walken,Dakota Fanning",47,NA,NA,1,"kidnapping,police-corruption,mexico,bodyguard,journalist","Action,Crime,Drama,Thriller",Rated R for language and strong violence,"USA,UK","English,Spanish",70000000,22751490(USA),77862546,146,Color,2.35:1,7.7,R,2004
Speak ,"7.4 based on 20,401 user ratings",2004-01-20,NA,NA,NA,NA,NA,NA,"high-school,teacher,trauma,depression,mute",Drama,Rated PG-13 for mature thematic material involving a teen rape,USA,English,1000000,NA,NA,89,Color,2.35:1,7.4,PG-13,2004
"I, Robot ","7.1 based on 386,652 user ratings",2004-07-16,Alex Proyas,"Will Smith,Bridget Moynahan,Bruce Greenwood",59,NA,NA,1,"humanoid-robot,prosthetic-limb,man-versus-machine,robot-vs.-robot,robot-as-pathos","Action,Mystery,Sci-Fi,Thriller","Rated PG-13 for intense stylized action, and some brief partial nudity","USA,Germany",English,120000000,52179887(USA),144795350,115,Color,2.35:1,7.1,PG-13,2004
House of D ,"7.0 based on 7,472 user ratings",2005-04-29,David Duchovny,"David Duchovny,Téa Leoni,Robin Williams",33,NA,NA,NA,"artist,butchery,catholic-school,catholic,friend","Comedy,Drama","Rated PG-13 for sexual and drug references, thematic elements and language",USA,"English,French",6000000,36371(USA),371081,96,Color,1.85:1,7.0,PG-13,2005
