Rank,RatingTomatometer,Title,No..of.Reviews,year,html_suffix
71,83%,"The Good, the Bad, and the Weird (2010)",65,2010,/m/good_the_bad_and_the_weird/
72,83%,Casino Jack And The United States Of Money (2010),64,2010,/m/casino_jack_and_the_united_state_of_money/
73,82%,The Disappearance of Alice Creed (2010),92,2010,/m/disappearance_of_alice_creed/
74,80%,Cyrus (2010),153,2010,/m/cyrus/
75,82%,Mesrine: Public Enemy #1 (2010),85,2010,/m/mesrine_public_enemy_1/
76,80%,Catfish (2010),146,2010,/m/catfish/
77,83%,Mademoiselle Chambon (2010),52,2010,/m/mademoiselle_chambon/
78,79%,Fair Game (2010),170,2010,/m/fair-game-2010/
79,80%,Nowhere Boy (2010),137,2010,/m/nowhere_boy/
80,78%,The Other Guys (2010),198,2010,/m/other_guys/
81,81%,City Island (2010),99,2010,/m/city_island/
82,80%,Made in Dagenham (2010),124,2010,/m/made_in_dagenham/
83,80%,I Am Love (2010),123,2010,/m/i_am_love/
84,76%,Kick-Ass (2010),245,2010,/m/1217700-kick_ass/
85,81%,Cairo Time (2010),77,2010,/m/cairo_time/
86,81%,Oceans (Disneynature's Oceans) (2010),75,2010,/m/10011268-oceans/
87,81%,Mesrine: Killer Instinct (L'instinct de mort) (2010),69,2010,/m/instinct_de_mort/
88,80%,Solitary Man (2010),95,2010,/m/solitary_man/
89,80%,Countdown to Zero (2010),86,2010,/m/countdown_to_zero/
90,81%,Night Catches Us (2010),52,2010,/m/night_catches_us/
91,79%,Tiny Furniture (2010),95,2010,/m/tiny_furniture-2009/
92,78%,Mother and Child (2010),120,2010,/m/mother_and_child/
93,72%,Iron Man 2 (2010),276,2010,/m/iron_man_2/
94,79%,The Girl on the Train (La Fille du RER) (2010),58,2010,/m/girl_on_the_train/
95,79%,How I Ended This Summer (2010),43,2010,/m/how_i_ended_this_summer/
96,75%,Greenberg (2010),162,2010,/m/greenberg/
97,78%,Red Hill (2010),65,2010,/m/red_hill_2010/
98,74%,Splice (2010),184,2010,/m/1208173-splice/
99,78%,OSS 117: Rio ne r�pond plus (Lost in Rio) (2010),50,2010,/m/oss_117_lost_in_rio/
100,75%,Nanny McPhee Returns (2010),116,2010,/m/nanny_mcphee_returns/
1,96%,Harry Potter and the Deathly Hallows - Part 2 (2011),309,2011,/m/harry_potter_and_the_deathly_hallows_part_2_2011/
2,97%,The Artist (2011),276,2011,/m/the_artist/
3,99%,A Separation (2011),153,2011,/m/a_separation_2011/
4,96%,The Muppets (2011),209,2011,/m/the_muppets/
5,98%,Project Nim (2011),134,2011,/m/project_nim/
6,100%,Poetry (2011),61,2011,/m/poetry_2010/
7,94%,Moneyball (2011),241,2011,/m/moneyball/
8,99%,The Interrupters (2011),86,2011,/m/the_interrupters_2011/
9,99%,Le Havre (2011),86,2011,/m/le_havre_2011/
10,94%,Mission: Impossible Ghost Protocol (2011),231,2011,/m/mission_impossible_ghost_protocol/
11,100%,Nostalgia for the Light (2011),43,2011,/m/nostalgia_for_the_light/
12,100%,Everyday Sunshine: The Story of Fishbone (2011),43,2011,/m/everyday_sunshine_the_story_of_fishbone_2011/
13,100%,We Were Here (2011),42,2011,/m/we_were_here_voices_from_the_aids_years_in_san_francisco/
14,99%,Bill Cunningham New York (2011),67,2011,/m/bill_cunningham_new_york_2010/
15,94%,Hugo (2011),205,2011,/m/hugo/
16,96%,Cave of Forgotten Dreams (2011),128,2011,/m/cave_of_forgotten_dreams/
17,94%,50/50 (2011),187,2011,/m/5050_2011/
18,92%,Source Code (2011),244,2011,/m/source_code/
19,96%,13 Assassins (2011),120,2011,/m/13_assassins_2011/
20,93%,Midnight in Paris (2011),208,2011,/m/midnight_in_paris/
21,92%,Drive (2011),238,2011,/m/drive_2011/
22,94%,Win Win (2011),170,2011,/m/win_win_2011/
23,98%,Born To Be Wild (2011),49,2011,/m/born_to_be_wild_2011/
24,97%,Tomboy (2011),62,2011,/m/tomboy_2011/
25,90%,Bridesmaids (2011),269,2011,/m/bridesmaids_2011/
26,94%,The Guard (2011),125,2011,/m/the_guard_2011/
27,95%,Pina (2011),94,2011,/m/pina_3d/
28,95%,Weekend (2011),78,2011,/m/weekend_2011/
29,96%,The Arbor (2011),46,2011,/m/the_arbor_2010/
30,93%,Coriolanus (2011),136,2011,/m/coriolanus_2010/
31,95%,Being Elmo: A Puppeteer's Journey (2011),73,2011,/m/being_elmo_a_puppeteers_journey/
32,92%,Arthur Christmas (2011),157,2011,/m/arthur_christmas/
33,92%,Take Shelter (2011),153,2011,/m/take_shelter/
34,89%,The Descendants (2011),241,2011,/m/the_descendants_2011/
35,90%,Martha Marcy May Marlene (2011),196,2011,/m/martha_marcy_may_marlene/
36,93%,Pariah (2011),105,2011,/m/pariah_2011/
37,95%,Silent Souls (2011),44,2011,/m/silent_souls/
38,95%,Knuckle (2011),42,2011,/m/knuckle_2011/
39,92%,Incendies (2011),119,2011,/m/incendies/
40,92%,Senna (2011),117,2011,/m/senna/
41,92%,Of Gods and Men (2011),112,2011,/m/of_gods_and_men/
42,92%,Into The Abyss (2011),107,2011,/m/into_the_abyss_2011/
43,90%,Attack the Block (2011),159,2011,/m/attack_the_block/
44,86%,X-Men: First Class (2011),272,2011,/m/x_men_first_class/
45,91%,Tabloid (2011),116,2011,/m/tabloid_2010/
46,93%,The Four Times (Le Quattro Volte) (2011),54,2011,/m/the_four_times/
47,93%,King of Devil's Island (2011),44,2011,/m/king_of_devils_island_2011/
48,93%,Elite Squad: The Enemy Within (2011),42,2011,/m/elite_squad_the_enemy_within/
49,90%,Winnie the Pooh (2011),126,2011,/m/winnie_the_pooh_2011/
50,87%,Rango (2011),214,2011,/m/rango/
51,92%,Corman's World: Exploits Of A Hollywood Rebel (2011),50,2011,/m/cormans_world_exploits_of_a_hollywood_rebel/
52,91%,Point Blank (2011),79,2011,/m/point_blank/
53,92%,City of Life and Death (2011),48,2011,/m/city_of_life_and_death/
54,86%,The Girl with the Dragon Tattoo (2011),224,2011,/m/the_girl_with_the_dragon_tattoo/
55,88%,Margin Call (2011),155,2011,/m/margin_call/
56,91%,The Black Power Mixtape 1967-1975 (2011),46,2011,/m/the_black_power_mix_tape_1967_1975/
57,84%,The Tree of Life (2011),255,2011,/m/the_tree_of_life_2011/
58,89%,Buck (2011),99,2011,/m/buck/
59,89%,The Trip (2011),98,2011,/m/the_trip_2011/
60,88%,Certified Copy (Copie Conforme) (2011),121,2011,/m/certified_copy/
61,90%,Beats Rhymes & Life: The Travels of a Tribe Called Quest (2011),59,2011,/m/beats_rhymes_and_life_the_travels_of_a_tribe_called_quest/
62,84%,Contagion (2011),240,2011,/m/contagion_2011/
63,90%,Armadillo (2011),52,2011,/m/armadillo_2010/
64,84%,The Ides of March (2011),222,2011,/m/the_ides_of_march/
65,86%,Cedar Rapids (2011),160,2011,/m/cedar_rapids_2010/
66,88%,Uncle Boonmee Who Can Recall His Past Lives (2011),93,2011,/m/uncle_boonmee/
67,82%,Super 8 (2011),270,2011,/m/super_8/
68,86%,Submarine (2011),146,2011,/m/submarine-2010/
69,82%,Rise of the Planet of the Apes (2011),250,2011,/m/rise_of_the_planet_of_the_apes/
70,88%,The Hedgehog (2011),68,2011,/m/the_hedgehog/
71,86%,Meek's Cutoff (2011),125,2011,/m/meeks_cutoff/
72,88%,Even the Rain (Meme La Pluie) (2011),59,2011,/m/even_the_rain/
73,83%,Tinker Tailor Soldier Spy (2011),208,2011,/m/tinker_tailor_soldier_spy/
74,86%,Terri (2011),93,2011,/m/terri_2011/
75,84%,Beginners (2011),149,2011,/m/beginners/
76,84%,Jane Eyre (2011),148,2011,/m/jane_eyre_2011/
77,84%,Puss in Boots (2011),143,2011,/m/1209933-puss_in_boots/
78,83%,My Week with Marilyn (2011),166,2011,/m/my_week_with_marilyn/
79,83%,The Lincoln Lawyer (2011),166,2011,/m/lincoln_lawyer/
80,87%,Carancho (2011),45,2011,/m/carancho/
81,87%,Bobby Fischer Against The World (2011),45,2011,/m/bobby_fischer_against_the_world/
82,85%,A Better Life (2011),104,2011,/m/a_better_life/
83,80%,Captain America: The First Avenger (2011),245,2011,/m/captain-america/
84,82%,Warrior (2011),180,2011,/m/1212910-warrior/
85,86%,Viva Riva! (2011),58,2011,/m/viva_riva/
86,85%,Circumstance (2011),73,2011,/m/771228738/
87,84%,Tucker and Dale vs. Evil (2011),99,2011,/m/tucker_and_dale_vs_evil/
88,83%,Potiche (2011),113,2011,/m/potiche/
89,85%,"Happy, Happy (2011)",47,2011,/m/happy_happy/
90,81%,Kung Fu Panda 2 (2011),167,2011,/m/kung_fu_panda_the_kaboom_of_doom/
91,84%,La princesse de Montpensier (The Princess of Montpensier) (2011),63,2011,/m/la_princesse_de_montpensier/
92,80%,Young Adult (2011),181,2011,/m/young_adult/
93,84%,La t�te en friche (My Afternoons with Margueritte) (2011),58,2011,/m/la_tete_en_friche/
94,77%,Thor (2011),267,2011,/m/thor/
95,84%,Mysteries of Lisbon (2011),51,2011,/m/mysteries_of_lisbon/
96,79%,Shame (2011),199,2011,/m/shame_2011/
97,80%,The Skin I Live In (2011),166,2011,/m/the_skin_i_live_in/
98,83%,Tyrannosaur (2011),75,2011,/m/tyrannosaur/
99,84%,The Time That Remains (2011),43,2011,/m/time_that_remains/
100,82%,Trollhunter (2011),101,2011,/m/trollhunter/
1,96%,Argo (2012),306,2012,/m/argo_2012/
2,93%,Skyfall (2012),347,2012,/m/skyfall/
3,92%,Marvel's The Avengers (2012),317,2012,/m/marvels_the_avengers/
4,94%,Moonrise Kingdom (2012),233,2012,/m/moonrise_kingdom/
5,93%,Looper (2012),249,2012,/m/looper/
6,99%,Jiro Dreams of Sushi (2012),89,2012,/m/jiro_dreams_of_sushi/
7,92%,The Cabin in the Woods (2012),257,2012,/m/the_cabin_in_the_woods/
8,100%,Wake in Fright (2012),46,2012,/m/wake_in_fright/
9,99%,How to Survive a Plague (2012),71,2012,/m/how_to_survive_a_plague/
10,99%,The Invisible War (2012),67,2012,/m/the_invisible_war/
11,98%,This Is Not a Film (2012),90,2012,/m/this_is_not_a_film_2011/
12,97%,Monsieur Lazhar (2012),112,2012,/m/monsieur_lazhar_2011/
13,92%,Silver Linings Playbook (2012),230,2012,/m/silver_linings_playbook/
14,93%,Amour (2012),199,2012,/m/amour_2013/
15,96%,The Kid with a Bike (2012),119,2012,/m/the_kid_with_a_bike/
16,93%,The Sessions (2012),190,2012,/m/the_sessions/
17,95%,The Secret World of Arrietty (2012),139,2012,/m/the_secret_world_of_arrietty/
18,96%,West of Memphis (2012),112,2012,/m/west_of_memphis/
19,98%,"Oslo, August 31st (2012)",60,2012,/m/oslo_august_31st/
20,87%,The Dark Knight Rises (2012),334,2012,/m/the_dark_knight_rises/
21,90%,Lincoln (2012),255,2012,/m/lincoln_2011/
22,97%,Ai Weiwei: Never Sorry (2012),76,2012,/m/ai_weiwei_never_sorry_2012/
23,98%,Beware Of Mr. Baker (2012),48,2012,/m/beware_of_mr_baker/
24,98%,Mea Maxima Culpa: Silence In The House Of God (2012),48,2012,/m/mea_maxima_culpa_silence_in_the_house_of_god/
25,98%,The Island President (2012),46,2012,/m/the_island_president/
26,96%,Undefeated (2012),96,2012,/m/undefeated_2012/
27,98%,The Loved Ones (2012),45,2012,/m/the-loved-ones-2009/
28,95%,The Imposter (2012),109,2012,/m/the_imposter_2012/
29,95%,Marley (2012),101,2012,/m/marley/
30,94%,Searching for Sugar Man (2012),120,2012,/m/searching_for_sugar_man/
31,96%,Chasing Ice (2012),68,2012,/m/chasing_ice_2012/
32,94%,The Queen of Versailles (2012),106,2012,/m/the_queen_of_versailles/
33,96%,Brooklyn Castle (2012),52,2012,/m/brooklyn_castle_2012/
34,88%,Django Unchained (2012),254,2012,/m/django_unchained_2012/
35,95%,Sister (2012),66,2012,/m/lenfant_den_haut/
36,95%,5 Broken Cameras (2012),44,2012,/m/5_broken_cameras_2012/
37,94%,I Wish (2012),69,2012,/m/i_wish_2012/
38,95%,Marina Abramovic: The Artist Is Present (2012),43,2012,/m/marina_abramovic_the_artist_is_present_2012/
39,94%,Diana Vreeland: The Eye Has To Travel (2012),66,2012,/m/diana_vreeland_the_eye_has_to_travel_2012/
40,91%,Holy Motors (2012),139,2012,/m/holy_motors/
41,94%,The House I Live In (2012),62,2012,/m/the_house_i_live_in/
42,87%,Life of Pi (2012),232,2012,/m/life-of-pi/
43,93%,Barbara (2012),75,2012,/m/barbara_2012/
44,93%,First Position (2012),71,2012,/m/first_position_2011/
45,93%,The Central Park Five (2012),69,2012,/m/the_central_park_five_2012/
46,92%,Headhunters (2012),93,2012,/m/headhunters/
47,90%,Safety Not Guaranteed (2012),140,2012,/m/safety_not_guaranteed/
48,93%,Elena (2012),60,2012,/m/elena_2012/
49,84%,The Hunger Games (2012),281,2012,/m/the_hunger_games/
50,92%,"Farewell, My Queen (2012)",76,2012,/m/farewell_my_queen/
51,89%,Bernie (2012),150,2012,/m/bernie_2011/
52,87%,Frankenweenie (2012),200,2012,/m/frankenweenie_2012/
53,92%,Once Upon a Time in Anatolia (2012),72,2012,/m/once_upon_a_time_in_anatolia/
54,93%,"Turn Me On, Dammit! (2012)",43,2012,/m/turn_me_on_dammit/
55,93%,"Electric Boogaloo: The Wild, Untold Story of Cannon Films (2012)",41,2012,/m/electric_boogaloo_the_wild_untold_story_of_cannon_films/
56,92%,Side by Side (2012),65,2012,/m/side_by_side_2012/
57,89%,Compliance (2012),132,2012,/m/compliance_2012/
58,85%,The Master (2012),227,2012,/m/the_master_2011/
59,87%,ParaNorman (2012),168,2012,/m/paranorman/
60,90%,Footnote (2012),88,2012,/m/footnote/
61,85%,21 Jump Street (2012),210,2012,/m/21-jump-street-2011/
62,86%,Beasts of the Southern Wild (2012),184,2012,/m/beasts_of_the_southern_wild/
63,89%,A Royal Affair (2012),100,2012,/m/en_kongelig_affaere/
64,86%,Wreck-it Ralph (2012),170,2012,/m/wreck_it_ralph/
65,90%,Keep the Lights On (2012),61,2012,/m/keep_the_lights_on/
66,86%,Arbitrage (2012),155,2012,/m/arbitrage/
67,88%,In Darkness (2012),104,2012,/m/in_darkness_2011/
68,86%,The Perks of Being a Wallflower (2012),152,2012,/m/the_perks_of_being_a_wallflower/
69,85%,End of Watch (2012),171,2012,/m/end_of_watch/
70,86%,The Pirates! Band of Misfits (2012),144,2012,/m/the_pirates_band_of_misfits/
71,85%,Chronicle (2012),168,2012,/m/chronicle/
72,86%,Robot & Frank (2012),124,2012,/m/robot_and_frank/
73,85%,The Raid: Redemption (2012),147,2012,/m/the_raid_redemption/
74,88%,Neil Young Journeys (2012),58,2012,/m/neil_young_journeys/
75,87%,Polisse (2012),78,2012,/m/polisse_2011/
76,88%,The Turin Horse (2012),51,2012,/m/the_turin_horse/
77,82%,Seven Psychopaths (2012),202,2012,/m/seven_psychopaths/
78,88%,Starlet (2012),43,2012,/m/starlet_2012/
79,88%,The Big Picture (2012),41,2012,/m/the_big_picture_2012/
80,87%,Tabu (2012),53,2012,/m/tabu_2012/
81,84%,Bully (2012),128,2012,/m/bully_2012/
82,87%,Middle of Nowhere (2012),47,2012,/m/middle_of_nowhere/
83,86%,Boy (2012),66,2012,/m/boy_2012/
84,86%,Chico & Rita (2012),65,2012,/m/chico_and_rita/
85,86%,Miss Bala (2012),64,2012,/m/miss_bala_2011/
86,84%,Sleepwalk With Me (2012),110,2012,/m/sleepwalk_with_me_2012/
87,81%,The Impossible (2012),186,2012,/m/the_impossible_2012/
88,83%,Your Sister's Sister (2012),135,2012,/m/your_sisters_sister/
89,82%,De rouille et d'os (Rust and Bone) (2012),157,2012,/m/de_rouille_et_dos_2012/
90,84%,Smashed (2012),102,2012,/m/smashed/
91,86%,Declaration of War (2012),42,2012,/m/declaration_of_war/
92,80%,Magic Mike (2012),194,2012,/m/magic_mike/
93,85%,Snabba cash (Easy Money) (2012),67,2012,/m/snabba_cash_2012/
94,85%,Rundskop (Bullhead) (2012),67,2012,/m/rundskop_2012/
95,85%,The Forgiveness of Blood (2012),65,2012,/m/the_forgiveness_of_blood/
96,80%,Haywire (2012),183,2012,/m/haywire_2011/
97,78%,Brave (2012),229,2012,/m/brave_2012/
98,78%,Flight (2012),223,2012,/m/flight_2012/
99,79%,The Grey (2012),192,2012,/m/the_grey_2012/
100,82%,Goon (2012),104,2012,/m/goon/
1,96%,Gravity (2013),315,2013,/m/gravity_2013/
2,96%,12 Years a Slave (2013),304,2013,/m/12_years_a_slave/
3,98%,Before Midnight (2013),182,2013,/m/before_midnight_2013/
4,99%,Short Term 12 (2013),153,2013,/m/short_term_12_2013/
5,98%,Mud (2013),171,2013,/m/mud_2012/
6,95%,Her (2013),240,2013,/m/her/
7,94%,Inside Llewyn Davis (2013),247,2013,/m/inside_llewyn_davis_2013/
8,94%,Dallas Buyers Club (2013),235,2013,/m/dallas_buyers_club_2013/
9,93%,American Hustle (2013),257,2013,/m/american_hustle/
10,99%,20 Feet From Stardom (2013),110,2013,/m/20_feet_from_stardom/
11,99%,Wadjda (2013),103,2013,/m/wadjda_2013/
12,93%,Captain Phillips (2013),246,2013,/m/captain_phillips/
13,98%,Blackfish (2013),122,2013,/m/blackfish_2013/
14,94%,All Is Lost (2013),218,2013,/m/all_is_lost_2013/
15,96%,Enough Said (2013),169,2013,/m/enough_said_2013/
16,92%,Zero Dark Thirty (2013),265,2013,/m/zero_dark_thirty/
17,100%,The Square (2013),60,2013,/m/771363914/
18,94%,Fruitvale Station (2013),189,2013,/m/fruitvale_station/
19,100%,Sound City (2013),42,2013,/m/sound_city/
20,96%,The Act Of Killing (2013),137,2013,/m/the_act_of_killing/
21,98%,56 Up (2013),65,2013,/m/56_up/
22,91%,Nebraska (2013),222,2013,/m/nebraska/
23,97%,The Selfish Giant (2013),75,2013,/m/the_selfish_giant_2013/
24,98%,Call Me Kuchu (2013),42,2013,/m/call_me_kuchu_2011/
25,98%,Let The Fire Burn (2013),41,2013,/m/let_the_fire_burn_2013/
26,93%,Frances Ha (2013),162,2013,/m/frances_ha_2013/
27,89%,The Hunger Games: Catching Fire (2013),259,2013,/m/the_hunger_games_catching_fire/
28,95%,A Hijacking (2013),106,2013,/m/a_hijacking/
29,96%,Muscle Shoals (2013),80,2013,/m/muscle_shoals_2013/
30,91%,Blue Jasmine (2013),200,2013,/m/blue_jasmine/
31,94%,Stories We Tell (2013),127,2013,/m/stories_we_tell/
32,93%,The Spectacular Now (2013),151,2013,/m/the_spectacular_now/
33,92%,Philomena (2013),175,2013,/m/philomena/
34,94%,The Hunt (2013),125,2013,/m/the_hunt_2013/
35,94%,Room 237 (2013),125,2013,/m/room_237_2012/
36,96%,Cutie And The Boxer (2013),72,2013,/m/cutie_and_the_boxer/
37,95%,Behind the Candelabra (2013),94,2013,/m/behind_the_candelabra/
38,93%,Le pass� (The Past) (2013),136,2013,/m/le_passe/
39,94%,Lore (2013),110,2013,/m/lore/
40,94%,Blancanieves (2013),103,2013,/m/blancanieves/
41,89%,Frozen (2013),221,2013,/m/frozen_2013/
42,96%,I Am Divine (2013),50,2013,/m/i_am_divine/
43,89%,The World's End (2013),218,2013,/m/the_worlds_end/
44,93%,No (2013),119,2013,/m/no_2012/
45,96%,The Crash Reel (2013),46,2013,/m/the_crash_reel_2013/
46,89%,Rush (2013),211,2013,/m/rush_2013/
47,95%,War Witch (2013),61,2013,/m/war_witch/
48,93%,The Gatekeepers (2013),105,2013,/m/the_gatekeepers_2012/
49,86%,Star Trek Into Darkness (2013),265,2013,/m/star_trek_into_darkness/
50,90%,Blue Is The Warmest Color (2013),166,2013,/m/blue_is_the_warmest_color/
51,92%,In a World... (2013),113,2013,/m/in_a_world_2013/
52,94%,Museum Hours (2013),64,2013,/m/museum_hours/
53,91%,The Sapphires (2013),131,2013,/m/the_sapphires_2012/
54,94%,After Tiller (2013),54,2013,/m/after_tiller_2013/
55,93%,A Touch of Sin (2013),74,2013,/m/a_touch_of_sin/
56,94%,Drug War (2013),49,2013,/m/drug_war_2013/
57,94%,A Band Called Death (2013),48,2013,/m/a_band_called_death_2013/
58,91%,The Great Beauty (2013),113,2013,/m/the_great_beauty/
59,93%,Still Mine (2013),60,2013,/m/still_mine/
60,92%,We Steal Secrets: The Story Of Wikileaks (2013),76,2013,/m/we_steal_secrets_the_story_of_wikileaks_2013/
61,93%,Our Children (2013),41,2013,/m/our_children_2012/
62,93%,Mother Of George (2013),40,2013,/m/mother_of_george_2013/
63,92%,Gimme The Loot (2013),64,2013,/m/gimme_the_loot_2012/
64,86%,The Conjuring (2013),202,2013,/m/the_conjuring/
65,90%,Beyond The Hills (2013),91,2013,/m/beyond_the_hills_2012/
66,91%,Caesar Must Die (2013),47,2013,/m/caesar_must_die_2012/
67,90%,Inequality For All (2013),62,2013,/m/inequality_for_all_2013/
68,90%,A Place at the Table (2013),62,2013,/m/a_place_at_the_table_2013/
69,89%,In the House (2013),81,2013,/m/in_the_house_2013/
70,85%,The Way Way Back (2013),171,2013,/m/the_way_way_back/
71,88%,The Angels' Share (2013),94,2013,/m/the_angels_share/
72,83%,This Is the End (2013),212,2013,/m/this_is_the_end/
73,83%,Side Effects (2013),201,2013,/m/side_effects_2013/
74,89%,The Punk Singer (2013),54,2013,/m/the_punk_singer_2013/
75,87%,What Maisie Knew (2013),101,2013,/m/what_maisie_knew_2012/
76,79%,Iron Man 3 (2013),291,2013,/m/iron_man_3/
77,89%,My Brother The Devil (2013),45,2013,/m/my_brother_the_devil_2012/
78,88%,Fill the Void (2013),68,2013,/m/fill_the_void/
79,88%,Hannah Arendt (2013),66,2013,/m/hannah_arendt/
80,85%,Upstream Color (2013),136,2013,/m/upstream_color/
81,81%,Prisoners (2013),231,2013,/m/prisoners_2013/
82,84%,Much Ado About Nothing (2013),154,2013,/m/much_ado_about_nothing_2012/
83,87%,Computer Chess (2013),75,2013,/m/computer_chess_2013/
84,86%,Sightseers (2013),97,2013,/m/sightseers/
85,88%,Narco Cultura (2013),40,2013,/m/narco_cultura_2013/
86,87%,Happy People: A Year in the Taiga (2013),46,2013,/m/happy_people_a_year_in_the_taiga/
87,81%,Don Jon (2013),185,2013,/m/don_jon/
88,85%,We Are What We Are (2013),82,2013,/m/we_are_what_we_are_2013/
89,86%,The Patience Stone (2013),57,2013,/m/the_patience_stone/
90,80%,The Place Beyond The Pines (2013),202,2013,/m/the_place_beyond_the_pines_2012/
91,86%,The Attack (2013),56,2013,/m/the_attack_2012/
92,86%,At Berkeley (2013),50,2013,/m/at_berkeley/
93,85%,Kon Tiki (2013),71,2013,/m/kon_tiki_2012/
94,86%,Yossi (2013),43,2013,/m/yossi_2013/
95,78%,Saving Mr. Banks (2013),237,2013,/m/saving_mr_banks_2013/
96,84%,Berberian Sound Studio (2013),91,2013,/m/berberian_sound_studio_2012/
97,80%,Warm Bodies (2013),188,2013,/m/warm_bodies/
98,83%,The Armstrong Lie (2013),113,2013,/m/the_armstrong_lie_2013/
99,83%,Drinking Buddies (2013),110,2013,/m/drinking_buddies_2013/
100,77%,The Wolf of Wall Street (2013),255,2013,/m/the_wolf_of_wall_street_2013/
1,98%,Boyhood (2014),274,2014,/m/boyhood/
2,98%,The Babadook (2014),183,2014,/m/the_babadook/
3,98%,Mr. Turner (2014),183,2014,/m/mr_turner/
4,96%,The LEGO Movie (2014),226,2014,/m/the_lego_movie/
5,97%,Life Itself (2014),189,2014,/m/life_itself/
6,94%,Whiplash (2014),259,2014,/m/whiplash_2014/
7,95%,Nightcrawler (2014),231,2014,/m/nightcrawler/
8,99%,Leviathan (2014),130,2014,/m/leviafan/
9,99%,Gloria (2014),125,2014,/m/gloria_2012/
10,95%,Snowpiercer (2014),212,2014,/m/snowpiercer/
11,97%,"Two Days, One Night (2014)",159,2014,/m/two_days_one_night/
12,100%,The Tale of the Princess Kaguya (2014),83,2014,/m/the_tale_of_the_princess_kaguya/
13,99%,Starred Up (2014),104,2014,/m/starred_up/
14,92%,The Grand Budapest Hotel (2014),265,2014,/m/the_grand_budapest_hotel/
15,91%,Guardians of the Galaxy (2014),288,2014,/m/guardians_of_the_galaxy/
16,91%,Live Die Repeat: Edge of Tomorrow (2014),287,2014,/m/live_die_repeat_edge_of_tomorrow/
17,91%,X-Men: Days of Future Past (2014),286,2014,/m/x_men_days_of_future_past/
18,91%,Birdman (2014),282,2014,/m/birdman_2014/
19,98%,Jodorowsky's Dune (2014),111,2014,/m/jodorowskys_dune/
20,99%,The Missing Picture (2014),81,2014,/m/the_missing_picture/
21,99%,Song Of The Sea (2014),79,2014,/m/song_of_the_sea_2014/
22,96%,Ida (2014),143,2014,/m/ida_2013/
23,97%,We Are the Best! (2014),119,2014,/m/we_are_the_best/
24,95%,Love Is Strange (2014),165,2014,/m/love_is_strange_2014/
25,90%,Dawn Of The Planet Of The Apes (2014),280,2014,/m/dawn_of_the_planet_of_the_apes/
26,96%,Citizenfour (2014),137,2014,/m/citizenfour/
27,100%,Ilo Ilo (2014),41,2014,/m/ilo_ilo/
28,96%,Blue Ruin (2014),134,2014,/m/blue_ruin/
29,98%,The Overnighters (2014),65,2014,/m/the_overnighters/
30,98%,Elaine Stritch: Shoot Me (2014),64,2014,/m/elaine_stritch_shoot_me_2013/
31,88%,Gone Girl (2014),298,2014,/m/gone_girl/
32,97%,Ernest & C�lestine (2014),77,2014,/m/ernest_and_celestine/
33,90%,Wild (2014),242,2014,/m/wild_2014/
34,90%,The Imitation Game (2014),242,2014,/m/the_imitation_game/
35,96%,The Lunchbox (2014),96,2014,/m/the_lunchbox/
36,89%,Captain America: The Winter Soldier (2014),258,2014,/m/captain_america_the_winter_soldier_2014/
37,98%,A Summer's Tale (2014),45,2014,/m/summers_tale/
38,95%,A Girl Walks Home Alone at Night (2014),110,2014,/m/a_girl_walks_home_alone_at_night/
39,91%,Locke (2014),194,2014,/m/locke/
40,95%,Finding Vivian Maier (2014),94,2014,/m/finding_vivian_maier/
41,93%,Force Majeure (2014),135,2014,/m/force_majeure_2014/
42,95%,"20,000 Days on Earth (2014)",81,2014,/m/20000_days_on_earth/
43,89%,Foxcatcher (2014),222,2014,/m/foxcatcher/
44,96%,The Rocket (2014),55,2014,/m/the_rocket/
45,96%,Particle Fever (2014),47,2014,/m/particle_fever/
46,91%,How to Train Your Dragon 2 (2014),164,2014,/m/how_to_train_your_dragon_2/
47,96%,Manakamana (2014),45,2014,/m/manakamana/
48,96%,The Last of the Unjust (2014),45,2014,/m/the_last_of_the_unjust/
49,95%,National Gallery (2014),60,2014,/m/national_gallery/
50,95%,Last Days in Vietnam (2014),59,2014,/m/last_days_in_vietnam/
51,92%,Pride (2014),128,2014,/m/pride_2014/
52,91%,Frank (2014),151,2014,/m/frank_2014/
53,95%,The Dance of Reality (2014),56,2014,/m/the_dance_of_reality/
54,89%,Big Hero 6 (2014),196,2014,/m/big_hero_6/
55,89%,The Drop (2014),188,2014,/m/the_drop/
56,93%,Stranger by the Lake (2014),87,2014,/m/stranger_by_the_lake/
57,93%,Child's Pose (2014),75,2014,/m/childs_pose/
58,94%,The Normal Heart (2014),48,2014,/m/the_normal_heart/
59,94%,In Bloom (2014),47,2014,/m/grzeli_nateli_dgeebi/
60,91%,Dear White People (2014),117,2014,/m/dear_white_people/
61,93%,The Internet's Own Boy: The Story of Aaron Swartz (2014),57,2014,/m/the_internets_own_boy_the_story_of_aaron_swartz/
62,89%,Calvary (2014),151,2014,/m/calvary_2013/
63,89%,Obvious Child (2014),149,2014,/m/obvious_child/
64,89%,Le Week-End (2014),144,2014,/m/le_week_end/
65,93%,Diplomacy (2014),45,2014,/m/diplomatie/
66,88%,The Wind Rises (2014),163,2014,/m/the_wind_rises/
67,87%,A Most Wanted Man (2014),185,2014,/m/a_most_wanted_man/
68,90%,The Guest (2014),100,2014,/m/the_guest_2014/
